Data,Descrição,Categoria,Valor,Centro de Custo,Tipo,Status
24/06/2026,VR - PontoMais,licença de Software,"-265,16",Administrativo,Pagar,A Pagar
25/06/2026,Receita Consolidada,Receita,,Receita,Receber,A Receber
25/06/2026,Tarifa,Tarifa Bancária,,Financeiro,Pagar,A Pagar
25/06/2026,DARF COFINS 2172_5856 - PIS 8109,Impostos,"-21.778,91",Impostos,Pagar,A Pagar
25/06/2026,Payfy,cartão Corporativo,"-100,00",Administrativo,Pagar,A Pagar
25/06/2026,SulAmerica Saude - Mobcall,Saúde e Vida,"-30.000,00",Recursos Humanos,Pagar,A Pagar
26/06/2026,Receita Consolidada,Receita,,Receita,Receber,A Receber
26/06/2026,Tarifa,Tarifa Bancária,,Financeiro,Pagar,A Pagar
26/06/2026,Férias - Matheus Rodrigues,Férias - Folha,"-4.599,02",Recursos Humanos,Pagar,A Pagar
26/06/2026,Daniel Sabença - Distrato,Acordo,"-45.000,00",Distrato,Pagar,A Pagar
26/06/2026,Ana Sabença,Ant. Dividendos,"-29.643,00",Operações,Pagar,A Pagar
26/06/2026,Alexandre Kohatsu,Ant. Dividendos,"-35.000,00",Administrativo,Pagar,A Pagar
26/06/2026,Octadesk,Licença de Software,"-1.542,40",Operações,Pagar,A Pagar
26/06/2026,CloudSoft Phone,Telefonia,"-11.000,00",Operações,Pagar,A Pagar
26/06/2026,Flash,Refeição e Mobilidade,"-12.298,60",Recursos Humanos,Pagar,A Pagar
29/06/2026,Receita Consolidada,Receita,,Receita,Receber,A Receber
29/06/2026,Tarifa,Tarifa Bancária,,Financeiro,Pagar,A Pagar
29/06/2026,VoxVision,Telefonia,"-23,91",Operações,Pagar,A Pagar
29/06/2026,SAMM,telefonia,"-60.818,34",Operações,Pagar,A Pagar
29/06/2026,GuardeMais,Aluguel,"-168,44",Administrativo,Pagar,A Pagar
30/06/2026,Receita Consolidada,Receita,,Receita,Receber,A Receber
30/06/2026,Tarifa,Tarifa Bancária,,Financeiro,Pagar,A Pagar
30/06/2026,Folha de Pagamento,Folha,"-15.377,90",Recursos Humanos,Pagar,A Pagar
30/06/2026,Parc. Impostos Federais (8973147),Impostos,"-607,96",Impostos,Pagar,A Pagar
30/06/2026,PARC DÉBITOS PREVIDENCIARIOS (10279027),Impostos,"-7.958,92",Impostos,Pagar,A Pagar
30/06/2026,Parcelamento Demais Débitos (10278970),Impostos,"-7.923,61",Impostos,Pagar,A Pagar
30/06/2026,PARC DEMAIS DÉBITOS (12861922),Impostos,"-689,01",Impostos,Pagar,A Pagar
30/06/2026,PARC PREVIDENCIARIO (12861928),Impostos,"-436,57",Impostos,Pagar,A Pagar
30/06/2026,PARC DIV ATIVA (15330946),Impostos,"-3.420,97",Impostos,Pagar,A Pagar
30/06/2026,PARC PREVIDENCIARIO (15330945),Impostos,"-6.163,24",Impostos,Pagar,A Pagar
30/06/2026,Acordo Algar ,Telefonia,"-13.154,19",Operações,Pagar,A Pagar
30/06/2026,DARF CSLL 2484,Impostos,"-6.888,07",Impostos,Pagar,A Pagar
30/06/2026,DARF IRPJ 5993,Impostos,"-15.133,52",Impostos,Pagar,A Pagar
